map_id,template_no,question,ground_truth,c_or_d,relative_region
170_8C,38,Yes or no: the value of Sikkim is above the median value amongst states in Northeast India.,Yes,c,N
170_8C,36,Name the westernmost state with value above 6%.,Maharashtra,c,N
170_8C,6,Yes or no: the map depicts percentages.,Yes,c,N
170_8C,32,Yes or no: Tripura is an outlier compared to other states in Northeast India.,No,c,N
170_8C,3,What is the overall range of the legend?,1% - 10%,c,N
170_8C,28,Which state north of Delhi has the highest difference in value to Tamil Nadu?,Punjab,c,N
170_8C,17,Count the states bordering Madhya Pradesh with values less than 3.,1,c,Y
171_2C,19,Yes or no: the value of UP is higher than Kerala.,Yes,c,N
171_2C,10,Is the value of Goa closer to 1 million lakh or 2 million lakh?,1 million lakh,c,N
171_2C,7,Is the legend continuous or discrete?,Continuous,c,N
171_2C,26,Which states north of Delhi have a value higher than 2M?,,c,N
171_2C,20,Name the easternmost state that has a higher value compared to all its neighbours.,West Bengal,c,Y
171_2C,23,How many states in south India have a value higher than 2M?,1,c,N
171_2C,18,Yes or no: the value of the Gujarat is higher than Kerala.,Yes,c,N
171_2C,16,Between which two legend markings does Uttar Pradesh fall in?,1M - 2M,c,N
171_2C,22,Yes or no: States of south India have higher values on average than states of the Northeast.,Yes,c,N
171_2C,42,"Yes/No: Chhattisgarh has a higher value than Madhya Pradesh, and also has a higher value than Karnataka.",No,c,N
171_4C,22,Yes or no: States bordering Nepal have higher values on average than states in the west coast.,No,c,Y
171_4C,43,"Rank the states: Goa, Gujarat and Maharashtra in terms of the legend value in the west coast.",Goa < Gujarat < Maharashtra,c,N
171_4C,7,Is the legend continuous or discrete?,Continuous,c,N
171_4C,36,Name the northern most state with values in range 1M - 2M.,Uttar Pradesh,c,N
171_4C,15,List the states bordering Telangana with the highest.,Maharashtra,c,Y
171_4C,31,Yes or no: a majority of states in the west coast have values greater than 8M.,No,c,N
171_4C,9,Does the value of West Bengal fall in the range 2M - 3M?,Yes,c,N
171_4C,6,Yes or no: the map depicts absolute values.,Yes,c,N
171_4C,26,Which states in the east coast have a value higher than 2M?,"West Bengal, Tamil Nadu",c,N
171_4C,11,Which states in the region bordering Nepal belong to range 2M - 3M?,West Bengal,c,Y
